--Loading Data mm-dd-yyyy.txt
USE [TestDB2];
GO

ALTER TABLE Employee NOCHECK CONSTRAINT ALL;

-- Add Department data
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D22', 22, N'Sales', N'quad gravis et egreddior fecundio, et parte quis plorum et apparens trepicandor parte Sed Versus plurissimum regit,')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D28', 63, N'Marketing', N'non quo rarendum cognitio, si manifestum si homo, eudis et habitatio fecundio, manifestum eggredior. quad dolorum')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D44', 23, N'Human Resources', N'essit. vobis non egreddior glavans vantis. et funem. fecit. transit. bono Quad quoque et funem. et ut pars volcans quo, in quoque gravis')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D53', 48, N'Customer Service', N'quantare fecit. linguens Sed Longam, estis estis volcans funem. estum. imaginator rarendum volcans travissimantor apparens')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D56', 34, N'IT', N'quo plurissimum volcans gravis e funem. in glavans ut quad plorum travissimantor estum. e gravis quo,')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D57', 40, N'Operational', N'et e funem. et delerium. egreddior pars et quad et quantare apparens gravum apparens quad dolorum quantare non')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D6 ', 38, N'Administrative', N'quartu quad ut quad pars fecit. quantare quo, vobis trepicandor nomen non esset Id in quis plurissimum')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D75', 49, N'Production', N'quad egreddior manifestum Sed et venit. vobis nomen travissimantor quartu Sed egreddior transit. quad nomen quad')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D89', 29, N'Social', N'et travissimantor quo apparens plorum fecit, ut non Longam, et funem. plurissimum travissimantor quo')
GO
INSERT [dbo].[Department] ([DeptId], [ManagerId], [Name], [Description]) VALUES (N'D96', 55, N'TOP SECRET', N'novum nomen Versus Longam, non pladior travissimantor transit. quad dolorum dolorum egreddior in quis quad')
GO

-- Add Employee data
SET IDENTITY_INSERT [dbo].[Employee] ON 
GO
INSERT [dbo].[Employee] ([EmployeeId], [DeptId], [FirstName], [LastName], [HireDate], [Position], [Active], [CreatedDate], [ModifiedDate]) VALUES (1, N'D75', N'Angie', N'Fuller','06-17-2010', N'Q06SSYOAPDT0T9NEZJQJAWIJDM9RS2H2SYCENK8GLUPFZFKO8YHG4',0,'06-07-2015','07-13-2010')
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (235, N'2383402405', N'0758965309', N'626 Clarendon Drive', N'Newark', N'Wyoming', N'USA', N'hmdbrk4@qkbv.uxlykn.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (236, N'9119471475', N'6030876480', N'55 Second Freeway', N'Baton Rouge', N'Minnesota', N'USA', N'siycm1@nhijkt.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (237, N'7354475371', NULL, N'145 East Second Blvd.', N'St. Louis', N'Georgia', N'USA', N'pvnofnwz800@nihkce.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (238, N'3678093852', N'7109447919', N'83 Clarendon Parkway', N'Hialeah', N'Wyoming', N'USA', N'trrnn56@xbbddlf.rpixst.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (239, N'1838066612', N'0690550327', N'227 Green Hague Blvd.', N'St. Petersburg', N'Arkansas', N'USA', N'acij.buwoaivb@opwole.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (240, N'5817430080', N'3972671503', N'608 White Hague Drive', N'Fort Worth', N'Montana', N'USA', N'xspd@vijkib.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (241, N'7655083894', N'5411217106', N'55 East Rocky Milton Street', N'Dallas', N'Alaska', N'USA', N'zhhpl.qdficx@vxjmcrx.bofnlr.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (242, N'6590695149', N'3537851493', N'623 White Nobel Street', N'Akron', N'North Dakota', N'USA', N'nafpe.oazzae@wsao.zpmybw.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (243, N'0857502962', N'4130869030', N'81 White Second Drive', N'Jersey', N'Nebraska', N'USA', N'ejgy80@dxgulb.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (244, N'1309197784', N'0508673263', N'85 Rocky Second Drive', N'Long Beach', N'Maryland', N'USA', N'grsj.douxmhm@pjqta.spueev.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (245, N'1074139943', N'2819167038', N'15 Second St.', N'Cincinnati', N'Louisiana', N'USA', N'fdkgfrn@vlrxoj.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (246, N'4425234583', N'1974967926', N'952 East First Avenue', N'Tacoma', N'South Dakota', N'USA', N'erkv8@ydpplg.com')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (247, N'2071763940', N'2588656855', N'76 First Drive', N'Virginia Beach', N'South Dakota', N'USA', N'bahq50@n-seve.org')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (248, N'5943577504', N'2475674809', N'98 New Avenue', N'Omaha', N'Missouri', N'USA', N'puhboj36@iebbmi.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (249, N'5014989386', NULL, N'39 Hague Freeway', N'Louisville', N'Delaware', N'USA', N'zivtjmj73@astnam.ntzzct.net')
GO
INSERT [dbo].[EmployeeDetail] ([EmployeeId], [PhoneNumber], [MobileNumber], [Address], [City], [State], [Country], [Email]) VALUES (250, N'7744737442', N'6638978066', N'69 Milton Parkway', N'Arlington', N'Alabama', N'USA', N'yqsmlun@b-qbqg.com')
GO

ALTER TABLE Employee CHECK CONSTRAINT ALL;
